id,sex,age,federal_district,type_of_city,knows_election_date,will_vote,candidate,television_usage,internet_usage,education,income,employment,job_type,company_type,weight1
0716b1fbc38ce6dd,male,31.0,central,city with population of less than 50k,not sure or no answer,definitely yes,Putin,over 4 hours a day,over 4 hours a day,college,low,parental leave,,,1.048116675901872
07168a8742cce1ee,male,56.0,central,village,named correct date,definitely yes,struggle to answer,over 4 hours a day,less than 4 hours a day,college,low,work for hire,commercial organization,"industry, manufacturing",0.9013788044655104
071679562d0cee26,male,56.0,volga,settlement,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,work for hire,law enforcement agency,law enforcement agency,1.005719829029888
07167c60ed8ce51f,male,74.0,ural,city with population of 100-500k,named correct date,definitely yes,Putin,over 4 hours a day,several times a month,school,low,unemployed pensioner,,,0.6805227089684727
0716973c90cce1a9,female,31.0,volga,city with population of 50-100k,named correct date,not sure,Putin,does not watch,over 4 hours a day,college,low,work for hire,hard to say,trade,1.3091172694481477
07168bf8508ce461,female,31.0,northwestern,city with population of 100-500k,named correct date,definitely yes,spoilt vote,does not watch,over 4 hours a day,academic degree,low,work for hire,commercial organization,"construction, architecture",0.9637007110560314
0716aebe6f0cedf3,female,38.0,north caucasian,village,named correct date,definitely no,will not take part,less than 4 hours a day,over 4 hours a day,college,low,work for hire,commercial organization,"industry, manufacturing",1.1313738365487591
0716b42defcce52a,female,38.0,central,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,over 4 hours a day,bachelor degree,low,work for hire,government agency,education,1.0187024194255168
07168fbb29cce34d,female,56.0,southern,village,named correct date,definitely yes,Putin,less than 4 hours a day,over 4 hours a day,college,low,unemployed pensioner,,,1.0444589442748828
071661ea1f4cea97,female,56.0,siberian,city with population of 50-100k,named correct date,definitely yes,Kharitonov,several times a month,less than 4 hours a day,bachelor degree,low,employed pensioner,government agency,"transportation, storage",1.1490421400981043
071672fe9d8ce57a,female,56.0,ural,city with population of 100-500k,named correct date,definitely yes,spoilt vote,does not watch,less than 4 hours a day,academic degree,low,employed pensioner,commercial organization,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",1.2671750070524452
07166b20c5cce876,female,67.0,siberian,city with population of 500-950k,named correct date,definitely yes,Kharitonov,less than 4 hours a day,several times a month,college,low,unemployed pensioner,,,0.602739774337958
07167452444cebbf,male,39.0,siberian,village,not sure or no answer,definitely no,Putin,less than 4 hours a day,several times a week,incomplete school education,low,unemployed,,,0.8348450926929216
0716d99311ccece6,male,39.0,central,city with population of 500-950k,named correct date,definitely yes,Kharitonov,does not watch,over 4 hours a day,bachelor degree,low,entrepreneur,,trade,0.6438692007436697
071693f5bd0ce4d1,female,39.0,southern,city with population of less than 50k,named correct date,definitely yes,struggle to answer,less than 4 hours a day,over 4 hours a day,academic degree,low,unemployed,,,1.3905712904692649
0716a1b8a20ce287,male,40.0,central,city with population of 1 million and higher,named correct date,likely yes,Putin,several times a week,less than 4 hours a day,bachelor degree,low,work for hire,commercial organization,trade,1.1112583546871004
0716c65f054ce307,male,40.0,central,city with population of 1 million and higher,named correct date,definitely yes,struggle to answer,does not watch,less than 4 hours a day,bachelor degree,low,employed pensioner,commercial organization,trade,0.975323817700954
071694680a8ce5df,male,40.0,southern,city with population of 1 million and higher,not sure or no answer,not sure,struggle to answer,does not watch,several times a week,school,low,entrepreneur,,other,0.7333792205789968
0716aa561e8ce93d,male,51.0,north caucasian,village,named correct date,definitely yes,Putin,several times a week,several times a week,college,low,unemployed,,,0.9129197168453076
0716616bc80ce5e4,male,58.0,siberian,city with population of 500-950k,named correct date,definitely yes,struggle to answer,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,work for hire,government agency,education,0.7042550983610845
07167687214ce0a6,female,58.0,ural,settlement,named correct date,likely no,will not take part,over 4 hours a day,less than 4 hours a day,bachelor degree,low,unemployed pensioner,,,1.5680049374053544
0716713375cce796,female,51.0,volga,city with population of 500-950k,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,academic degree,low,work for hire,commercial organization,"Сфера услуг, сервиса, бытового обслуживания Включает в том числе: Прачечная/химчистка, ремонт мебели, часов, ювелирны...",0.8769654616300795
0716c423170ce188,male,59.0,central,city with population of 1 million and higher,wrong answer,definitely no,Putin,over 4 hours a day,does not use internet,academic degree,low,employed pensioner,commercial organization,other,1.2833696610048977
0716b1ea3d4ce10b,male,77.0,central,city with population of 1 million and higher,wrong answer,definitely yes,Putin,over 4 hours a day,less than 4 hours a day,incomplete school education,low,unemployed pensioner,,,0.8658028167721621
071699092e4ce2cc,female,59.0,central,village,named correct date,definitely yes,Putin,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,employed pensioner,government agency,"culture, sports",1.5826242350264557
0716722f054cea0b,male,35.0,ural,city with population of less than 50k,named correct date,definitely no,will not take part,several times a week,less than 4 hours a day,bachelor degree,low,unemployed,,,1.1382953980134634
07168c1494cced42,male,60.0,northwestern,city with population of 50-100k,named correct date,not sure,spoilt vote,does not watch,less than 4 hours a day,bachelor degree,low,unemployed pensioner,,,1.5642448664382425
071688d80ecce8eb,female,35.0,north caucasian,city with population of 100-500k,named correct date,definitely yes,Putin,does not watch,less than 4 hours a day,bachelor degree,low,work for hire,government agency,healthcare,1.2719845572210604
071693f2ed8ce3ba,female,60.0,volga,village,named correct date,likely no,struggle to answer,less than 4 hours a day,less than 4 hours a day,bachelor degree,low,unemployed pensioner,,,1.1273454267395318
0716ba7e52cce50c,female,60.0,central,city with population of less than 50k,not sure or no answer,definitely yes,Putin,does not watch,over 4 hours a day,college,low,unemployed pensioner,,,0.770805500143632
07166c6a520cefff,male,36.0,far eastern,city with population of less than 50k,named correct date,not sure,Putin,less than 4 hours a day,several times a month,college,low,unemployed,,,0.6688943099574075
0716b0106f0ce480,male,61.0,central,village,named correct date,definitely yes,Putin,less than 4 hours a day,several times a week,college,low,work for hire,commercial organization,farming,0.9883719999859604
071665df56cce9d1,male,61.0,far eastern,village,named correct date,definitely yes,struggle to answer,over 4 hours a day,does not use internet,incomplete school education,low,hard to say,,,0.9697919802065544
0716a26af00ce792,male,44.0,central,city with population of 1 million and higher,named correct date,definitely no,will not take part,several times a month,over 4 hours a day,school,low,unemployed pensioner,,,0.7549188774914323
0716a9fac50ce2d7,male,44.0,northwestern,city with population of 1 million and higher,named correct date,definitely yes,struggle to answer,does not watch,over 4 hours a day,college,low,self-employed,,other,0.8416082614015089
071692bab2ccee11,male,44.0,volga,city with population of 1 million and higher,named correct date,definitely yes,Davankov,does not watch,over 4 hours a day,bachelor degree,low,work for hire,commercial organization,"industry, manufacturing",0.9643645166379896
0716a2d1b04cefe2,male,62.0,southern,city with population of 100-500k,named correct date,definitely yes,Putin,less than 4 hours a day,does not use internet,college,low,work for hire,commercial organization,"industry, manufacturing",0.6777455204857671
07168750be0ce787,female,62.0,southern,village,named correct year,likely no,Putin,over 4 hours a day,over 4 hours a day,college,low,unemployed pensioner,,,0.8573228236018703
07164cf10b4cedf1,female,62.0,far eastern,village,named correct date,likely no,spoilt vote,less than 4 hours a day,less than 4 hours a day,school,low,unemployed pensioner,,,0.8659129312353427
0716a34d72cce1bd,female,62.0,central,city with population of less than 50k,named correct date,definitely yes,Putin,over 4 hours a day,does not use internet,college,low,unemployed pensioner,,,0.770805500143632
07169deae04ce82d,male,56.0,southern,city with population of 50-100k,named correct date,definitely yes,struggle to answer,several times a week,several times a week,college,low,unemployed pensioner,,,0.7648290782267109
071643dc2b4cecdc,male,63.0,far eastern,city with population of 100-500k,named correct date,not sure,struggle to answer,less than 4 hours a day,over 4 hours a day,college,low,unemployed pensioner,,,0.6845363194809656
07166545bb4cef6f,male,63.0,siberian,city with population of 500-950k,named correct date,not sure,struggle to answer,once half a year,less than 4 hours a day,college,low,unemployed pensioner,,,0.6750473150580456
071660d7f74cebd6,female,45.0,siberian,city with population of 50-100k,named correct date,definitely yes,Putin,does not watch,over 4 hours a day,school,low,unemployed pensioner,,,1.004447122403897
